number,street,24,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
1123,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
1129,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1133,Broadway Nyc,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
1140,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
1141,Broadway Nyc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1170,Broadway Nyc,1,0,0,0,1,1,3,0,1,1,0,0,8,0,5,5,2,1,1,1,1,1,2,0,35
1178,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,4
1185,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1196,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
1200,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
1201,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1220,Broadway Nyc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1239,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1250,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4
1260,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1265,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1270,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1271,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1293,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1305,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1317,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1333,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
1350,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,4
1356,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
1359,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,4
1369,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1370,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
1372,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,1,1,1,0,0,11
1375,Broadway Nyc,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,1,3,17
1384,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,5
1385,Broadway Nyc,0,0,0,0,0,0,0,0,1,1,5,2,2,5,8,5,6,3,7,0,1,0,0,0,46
1400,Broadway Nyc,0,0,0,0,0,0,0,0,0,2,0,2,2,6,1,2,4,4,1,1,0,0,0,0,25
1407,Broadway Nyc,0,0,0,0,0,0,0,0,1,0,1,1,3,4,4,3,3,4,0,2,0,0,1,0,27
1410,Broadway Nyc,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,3,0,4,0,1,1,4,2,0,24
1411,Broadway Nyc,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,5
1412,Broadway Nyc,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,2,2,1,0,0,0,0,11
1430,Broadway Nyc,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,7
1435,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
1440,Broadway Nyc,1,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,2,2,12
1441,Broadway Nyc,1,0,0,0,0,0,0,0,0,3,0,0,2,2,1,1,0,4,2,0,0,0,0,0,16
1450,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,1,0,0,0,9
1471,Broadway Nyc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1472,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1500,Broadway Nyc,0,0,0,0,0,0,0,1,1,0,0,2,1,2,1,2,5,5,5,0,1,0,0,1,27
1501,Broadway Nyc,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,8
1505,Broadway Nyc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1514,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1515,Broadway Nyc,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,5
1530,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1535,Broadway Nyc,1,1,0,1,14,17,16,29,22,29,32,30,27,34,38,30,27,23,22,8,3,3,2,1,410
1540,Broadway Nyc,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,0,1,3,0,3,18
1552,Broadway Nyc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1560,Broadway Nyc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1567,Broadway Nyc,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,0,1,2,0,0,0,0,1,0,13
1568,Broadway Nyc,0,0,0,0,2,2,3,1,1,0,2,1,2,4,2,4,2,3,1,1,0,0,0,0,31
1580,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1585,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,4
1600,Broadway Nyc,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,2,0,0,0,0,2,0,9
1605,Broadway Nyc,0,0,1,0,0,0,0,1,2,0,0,0,2,1,3,0,2,1,1,0,0,1,0,0,15
1611,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1626,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
1633,Broadway Nyc,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,3,2,1,1,2,2,0,17
1634,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,5
1650,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
1674,Broadway Nyc,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9
1675,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,4
1681,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,5
1684,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1700,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
1717,Broadway Nyc,0,0,0,0,6,3,2,7,10,3,6,4,3,3,3,2,5,3,4,1,0,0,0,0,65
1740,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0,1,1,0,0,2,12
1745,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1755,Broadway Nyc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,4
